m	460	93	10	10	0	0	30s	100	1	8005
m	400	122	10	10	0	0	30s	100	1	8005
m	365	155	10	10	0	0	30s	100	1	8005
m	456	188	10	10	0	0	30s	100	1	8005
m	413	175	10	10	0	0	30s	100	1	8005
m	436	144	10	10	0	0	30s	100	1	8005
m	459	119	10	10	0	0	30s	100	1	8005
m	517	128	10	10	0	0	30s	100	1	8005
m	500	160	10	10	0	0	30s	100	1	8005
m	621	540	10	10	0	0	30s	100	1	8006
m	595	549	10	10	0	0	30s	100	1	8006
m	556	553	10	10	0	0	30s	100	1	8006
m	583	579	10	10	0	0	30s	100	1	8006
m	661	568	10	10	0	0	30s	100	1	8006
m	624	578	10	10	0	0	30s	100	1	8006
m	614	642	10	10	0	0	30s	100	1	8006
m	581	677	10	10	0	0	30s	100	1	8006
m	562	659	10	10	0	0	30s	100	1	8006
m	555	612	10	10	0	0	30s	100	1	8006
m	580	615	10	10	0	0	30s	100	1	8006
m	501	531	10	10	0	0	30s	100	1	8007
m	526	555	10	10	0	0	30s	100	1	8007
m	498	517	10	10	0	0	30s	100	1	8007
m	462	509	10	10	0	0	30s	100	1	8007
m	470	530	10	10	0	0	30s	100	1	8007
m	426	511	10	10	0	0	30s	100	1	8007
m	444	522	10	10	0	0	30s	100	1	8007
m	451	543	10	10	0	0	30s	100	1	8007
m	380	524	10	10	0	0	30s	100	1	8006
m	357	538	10	10	0	0	30s	100	1	8006
m	347	564	10	10	0	0	30s	100	1	8006
m	285	608	10	10	0	0	30s	100	1	8006
m	318	696	10	10	0	0	30s	100	1	8006
m	329	638	10	10	0	0	30s	100	1	8006
m	388	646	10	10	0	0	30s	100	1	8006
m	443	661	10	10	0	0	30s	100	1	8006
m	431	604	10	10	0	0	30s	100	1	8006
m	406	586	10	10	0	0	30s	100	1	8006
m	357	624	10	10	0	0	30s	100	1	8007
m	448	650	10	10	0	0	30s	100	1	8007
m	478	662	10	10	0	0	30s	100	1	8007
m	369	666	10	10	0	0	30s	100	1	8007
m	427	646	10	10	0	0	30s	100	1	8007
m	374	591	10	10	0	0	30s	100	1	8007
