g	374	1111	100	100	0	0	60s	100	1	318
g	655	1104	100	100	0	0	60s	100	1	317
g	661	225	100	100	0	0	60s	100	1	317
g	1002	184	100	100	0	0	60s	100	1	318
g	396	964	100	100	0	0	60s	100	1	139
g	164	1071	100	100	0	0	60s	100	1	140
g	332	144	100	100	0	0	60s	100	1	141
g	102	326	100	100	0	0	60s	100	1	142

m	190	889	100	100	0	0	60s	100	1	151
m	539	434	100	100	0	0	60s	100	1	151
m	567	901	100	100	0	0	60s	100	1	151
m	740	767	100	100	0	0	60s	100	1	152
m	204	246	100	100	0	0	60s	100	1	152
m	142	1015	100	100	0	0	60s	100	1	152
m	148	383	100	100	0	0	60s	100	1	153
m	635	931	100	100	0	0	60s	100	1	153
m	229	991	100	100	0	0	60s	100	1	153
m	719	1011	100	100	0	0	60s	100	1	154
m	347	1079	100	100	0	0	60s	100	1	154
m	135	1073	100	100	0	0	60s	100	1	154
m	723	880	100	100	0	0	60s	100	1	155
m	295	121	100	100	0	0	60s	100	1	155
m	692	334	100	100	0	0	60s	100	1	155
m	328	226	100	100	0	0	60s	100	1	193
m	303	291	100	100	0	0	60s	100	1	191
m	819	315	100	100	0	0	60s	100	1	194
m	820	316	100	100	0	0	60s	100	1	192

