m	539	295	10	10	0	0	20s	100	1	8001
m	519	325	10	10	0	0	20s	100	1	8001
m	543	332	10	10	0	0	20s	100	1	8001
m	571	341	10	10	0	0	20s	100	1	8001
m	573	306	10	10	0	0	20s	100	1	8001
m	594	312	10	10	0	0	20s	100	1	8001
m	569	380	10	10	0	0	20s	100	1	8001
m	596	370	10	10	0	0	20s	100	1	8001
m	600	330	10	10	0	0	20s	100	1	8001
m	626	313	10	10	0	0	20s	100	1	8001
m	655	339	10	10	0	0	20s	100	1	8001
m	622	331	10	10	0	0	20s	100	1	8001
m	575	317	10	10	0	0	20s	100	1	8002
m	623	345	10	10	0	0	20s	100	1	8002
m	647	327	10	10	0	0	20s	100	1	8002
m	673	307	10	10	0	0	20s	100	1	8002
m	669	325	10	10	0	0	20s	100	1	8002
m	688	341	10	10	0	0	20s	100	1	8002
m	670	352	10	10	0	0	20s	100	1	8002
m	650	374	10	10	0	0	20s	100	1	8002
m	605	408	10	10	0	0	20s	100	1	8002
m	628	432	10	10	0	0	20s	100	1	8002
m	662	404	10	10	0	0	20s	100	1	8002
m	653	391	10	10	0	0	20s	100	1	8002
m	694	357	10	10	0	0	20s	100	1	8002
m	722	319	10	10	0	0	20s	100	1	8002
m	591	442	10	10	0	0	20s	100	1	8002
m	584	466	10	10	0	0	20s	100	1	8002
m	728	338	10	10	0	0	20s	100	1	8003
m	753	334	10	10	0	0	20s	100	1	8003
m	753	375	10	10	0	0	20s	100	1	8003
m	699	391	10	10	0	0	20s	100	1	8003
m	671	423	10	10	0	0	20s	100	1	8003
m	699	408	10	10	0	0	20s	100	1	8003
m	728	394	10	10	0	0	20s	100	1	8003
m	624	473	10	10	0	0	20s	100	1	8003
m	592	499	10	10	0	0	20s	100	1	8003
m	639	503	10	10	0	0	20s	100	1	8003
m	613	496	10	10	0	0	20s	100	1	8003
m	675	443	10	10	0	0	20s	100	1	8003
m	707	436	10	10	0	0	20s	100	1	8003
m	724	458	10	10	0	0	20s	100	1	8003
m	696	462	10	10	0	0	20s	100	1	8003
m	656	460	10	10	0	0	20s	100	1	8003
m	679	488	10	10	0	0	20s	100	1	8003
m	707	485	10	10	0	0	20s	100	1	8003
m	666	519	10	10	0	0	20s	100	1	8003
m	639	533	10	10	0	0	20s	100	1	8003
m	694	512	10	10	0	0	20s	100	1	8003
m	783	453	10	10	0	0	20s	100	1	8003
m	760	484	10	10	0	0	20s	100	1	8003
m	742	490	10	10	0	0	20s	100	1	8003
m	723	500	10	10	0	0	20s	100	1	8003
m	686	535	10	10	0	0	20s	100	1	8003
m	779	483	10	10	0	0	20s	100	1	8004
m	774	502	10	10	0	0	20s	100	1	8004
m	805	505	10	10	0	0	20s	100	1	8004
m	811	531	10	10	0	0	20s	100	1	8004
m	787	524	10	10	0	0	20s	100	1	8004
m	859	531	10	10	0	0	20s	100	1	8004
m	852	562	10	10	0	0	20s	100	1	8004
m	829	572	10	10	0	0	20s	100	1	8004
m	833	594	10	10	0	0	20s	100	1	8004
m	848	577	10	10	0	0	20s	100	1	8004
m	784	624	10	10	0	0	20s	100	1	8004
m	726	642	10	10	0	0	20s	100	1	8004
m	685	733	10	10	0	0	20s	100	1	8004
m	698	747	10	10	0	0	20s	100	1	8004
m	734	709	10	10	0	0	20s	100	1	8004
m	754	690	10	10	0	0	20s	100	1	8004
m	776	693	10	10	0	0	20s	100	1	8004
m	848	701	10	10	0	0	20s	100	1	8004
m	816	718	10	10	0	0	20s	100	1	8004
m	771	728	10	10	0	0	20s	100	1	8004
m	771	709	10	10	0	0	20s	100	1	8004
m	769	667	10	10	0	0	20s	100	1	8004
m	737	648	10	10	0	0	20s	100	1	8004
m	762	644	10	10	0	0	20s	100	1	8004
m	798	630	10	10	0	0	20s	100	1	8004
